,interval_start_utc,interval_end_utc,north,south,west,houston,total
234,2023-01-10 18:00:00+00:00,2023-01-10 19:00:00+00:00,14253.59,10747.73,6437.25,10591.33,42029.9
235,2023-01-10 19:00:00+00:00,2023-01-10 20:00:00+00:00,14240.4,11203.65,6476.42,10878.86,42799.34
236,2023-01-10 20:00:00+00:00,2023-01-10 21:00:00+00:00,14231.9,11631.78,6468.98,11036.18,43368.84
237,2023-01-10 21:00:00+00:00,2023-01-10 22:00:00+00:00,14336.82,11957.05,6536.95,11175.58,44006.39
238,2023-01-10 22:00:00+00:00,2023-01-10 23:00:00+00:00,14414.42,12186.34,6585.28,11172.5,44358.55
239,2023-01-10 23:00:00+00:00,2023-01-11 00:00:00+00:00,14546.17,12222.11,6409.43,11065.59,44243.3
240,2023-01-11 00:00:00+00:00,2023-01-11 01:00:00+00:00,14979.66,12452.15,6321.33,11082.88,44836.03
241,2023-01-11 01:00:00+00:00,2023-01-11 02:00:00+00:00,14978.98,12208.19,6505.3,10928.87,44621.33
242,2023-01-11 02:00:00+00:00,2023-01-11 03:00:00+00:00,14714.05,11952.73,6246.7,10684.01,43597.49
243,2023-01-11 03:00:00+00:00,2023-01-11 04:00:00+00:00,14055.83,11479.18,6141.49,10300.92,41977.42
244,2023-01-11 04:00:00+00:00,2023-01-11 05:00:00+00:00,13099.27,10757.01,6209.62,9688.48,39754.37
245,2023-01-11 05:00:00+00:00,2023-01-11 06:00:00+00:00,11911.9,9830.65,6082.55,8968.91,36794.02
246,2023-01-11 06:00:00+00:00,2023-01-11 07:00:00+00:00,11373.15,9329.12,6161.44,8709.36,35573.08
247,2023-01-11 07:00:00+00:00,2023-01-11 08:00:00+00:00,10985.08,9011.11,6190.33,8561.86,34748.38
248,2023-01-11 08:00:00+00:00,2023-01-11 09:00:00+00:00,10712.47,8840.3,6219.35,8450.7,34222.82
249,2023-01-11 09:00:00+00:00,2023-01-11 10:00:00+00:00,10695.33,8739.79,6188.44,8457.92,34081.47
250,2023-01-11 10:00:00+00:00,2023-01-11 11:00:00+00:00,10985.41,8878.4,6172.56,8612.75,34649.12
251,2023-01-11 11:00:00+00:00,2023-01-11 12:00:00+00:00,11749.68,9359.98,6144.13,9076.92,36330.71
252,2023-01-11 12:00:00+00:00,2023-01-11 13:00:00+00:00,13234.87,10251.08,6473.75,9765.81,39725.52
253,2023-01-11 13:00:00+00:00,2023-01-11 14:00:00+00:00,14105.74,10624.92,6644.85,10116.19,41491.7
254,2023-01-11 14:00:00+00:00,2023-01-11 15:00:00+00:00,14304.85,10683.4,6656.35,10260.62,41905.21
255,2023-01-11 15:00:00+00:00,2023-01-11 16:00:00+00:00,14318.47,10830.23,6534.48,10542.52,42225.71
256,2023-01-11 16:00:00+00:00,2023-01-11 17:00:00+00:00,14098.93,10937.51,6420.34,11238.3,42695.08
257,2023-01-11 17:00:00+00:00,2023-01-11 18:00:00+00:00,14231.09,11175.13,6441.11,11557.5,43404.83
